"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"101","i liked avideopariss acne treatment blackhead extractions part",FALSE,0,NA,2017-11-07 20:40:57,FALSE,NA,"927999333299081217",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","Holly_Thorne001",0,FALSE,FALSE,NA,NA
"102","why is acne even a thing ️",FALSE,0,NA,2017-11-07 20:40:44,FALSE,NA,"927999278768848896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_JessicaCx_",3,TRUE,FALSE,NA,NA
"103","spentat the vet for them to tell us my dog had acne 
update its a month later and the same mass is still there",FALSE,0,NA,2017-11-07 20:40:20,FALSE,NA,"927999179615588359",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hannahcaminiti",0,FALSE,FALSE,NA,NA
"104",NA,FALSE,0,NA,2017-11-07 20:40:04,FALSE,NA,"927999112951111680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zvriii",0,FALSE,FALSE,NA,NA
"105","its always the darkskinned hella acne ass niggas who adore white girls that always have something to say 

save",FALSE,0,NA,2017-11-07 20:39:55,TRUE,NA,"927999076687335424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CEJDaddyD",0,FALSE,FALSE,NA,NA
"106","my acne needs to clear up in three days for me to shoot this half court",FALSE,0,NA,2017-11-07 20:39:40,FALSE,NA,"927999013537898496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kinda_lowkey",0,FALSE,FALSE,NA,NA
"107","this healthy food might actually be causing your acne",FALSE,0,NA,2017-11-07 20:39:29,FALSE,NA,"927998963860541442",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","healthcomdotag",0,FALSE,FALSE,NA,NA
"108","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 20:37:29,FALSE,NA,"927998463631032326",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alexiaajoness",4262,TRUE,FALSE,NA,NA
"109","acne as soon as you start feeling confident",FALSE,0,NA,2017-11-07 20:36:13,FALSE,NA,"927998143697948672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","b_lAke__",28,TRUE,FALSE,NA,NA
"110","i need a haircut and bubbe is yelling at the phone and my acne is so bad and i cant work out help me",FALSE,1,NA,2017-11-07 20:36:09,FALSE,NA,"927998127432454145",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","shainr_",0,FALSE,FALSE,NA,NA
"111","mine is skincareacne related",FALSE,0,"zoezozoblog",2017-11-07 20:35:43,FALSE,"927863563963813888","927998018263109637","730522117951922177","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MyOakleyLove",1,FALSE,FALSE,NA,NA
"112","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 20:35:11,FALSE,NA,"927997885081415681",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nickyidk",4262,TRUE,FALSE,NA,NA
"113","mint rosemary amp goat milk soap for acne dry skin inflammation psoriasis skin rash",FALSE,0,NA,2017-11-07 20:35:06,FALSE,NA,"927997861400399874",NA,"<a href=""https://www.sweetertweet.com"" rel=""nofollow"">SweeterTweet</a>","TeaHerbMilkSoap",0,FALSE,FALSE,NA,NA
"114","if you have acne blackheads or whiteheads you should try a microdermabrasion",FALSE,0,NA,2017-11-07 20:34:48,FALSE,NA,"927997785445666816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FatemahJM",124,TRUE,FALSE,NA,NA
"115","acne as soon as you start feeling confident",FALSE,0,NA,2017-11-07 20:34:33,FALSE,NA,"927997723277701121",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sarrahvictorria",28,TRUE,FALSE,NA,NA
"116","are you struggling with acne ask any acne questions onpm et during our reddit ama withhtt",FALSE,0,NA,2017-11-07 20:34:21,FALSE,NA,"927997674095370240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CarlosLantiguaD",2,TRUE,FALSE,NA,NA
"117","im looking for some adviceacnebreakouts pimplesproblems pimples",FALSE,0,NA,2017-11-07 20:34:16,FALSE,NA,"927997651601240064",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","Acne_Adios",0,FALSE,FALSE,NA,NA
"118","do the ingredients in the navan trueclear acne pills have side effectsthe navan trueclear skin clarifying supplemen h",FALSE,0,NA,2017-11-07 20:34:09,FALSE,NA,"927997623553941506",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","quierovivo",2,TRUE,FALSE,NA,NA
"119","due to the exam stress i think we really need that ymds acne patch spm",FALSE,0,NA,2017-11-07 20:34:01,FALSE,NA,"927997588640428032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nurul_Syafitri",536,TRUE,FALSE,NA,NA
"120","ultimate teenage acne guidebloggersblast skincare",FALSE,0,NA,2017-11-07 20:33:37,FALSE,NA,"927997488996511744",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","IvyRode",0,FALSE,FALSE,NA,NA
"121",NA,FALSE,0,NA,2017-11-07 20:33:17,FALSE,NA,"927997405110456321",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Nurh_tella",0,FALSE,FALSE,NA,NA
"122","acne fighting fruits
skincare healthyeating nutrition",FALSE,1,NA,2017-11-07 20:32:54,FALSE,NA,"927997307332722690",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","susan_barnett17",0,FALSE,FALSE,NA,NA
"123","keloidscars can be caused by surgery accident acne or sometimes body piercings",FALSE,0,NA,2017-11-07 20:32:12,FALSE,NA,"927997133080399872",NA,"<a href=""http://www.forextraining.com"" rel=""nofollow"">Forex Solution</a>","RemoveScarsEasy",0,FALSE,FALSE,NA,NA
"124",NA,FALSE,0,"JkissaMakeup",2017-11-07 20:31:53,FALSE,"927995861908389888","927997053715865600","385156589","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lilgraciekat",0,FALSE,FALSE,NA,NA
"125","got acne s new light therapy acne mask is a groundbreaking affordable way to help get rid of acne",FALSE,0,NA,2017-11-07 20:31:48,TRUE,NA,"927997031846727680",NA,"<a href=""http://meetedgar.com"" rel=""nofollow"">Meet Edgar</a>","romyraves",0,FALSE,FALSE,NA,NA
"126","topkinds of bad people
 racists
 rapists
 people who point out acne",FALSE,2,NA,2017-11-07 20:31:39,FALSE,NA,"927996995754749954",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","circular_tire",0,FALSE,FALSE,NA,NA
"127",NA,FALSE,0,NA,2017-11-07 20:30:13,FALSE,NA,"927996634063044608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KalebShrader",0,FALSE,FALSE,NA,NA
"128","im so happy with how my skins clearer 
acne put me thru the most",FALSE,0,NA,2017-11-07 20:30:13,FALSE,NA,"927996632574103552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lastbornkasteve",0,FALSE,FALSE,NA,NA
"129","sea kelp caraway green tea amp shea butter soapacne pimples eczema rosacea detoxifier",FALSE,0,NA,2017-11-07 20:30:04,FALSE,NA,"927996595915907072",NA,"<a href=""https://www.sweetertweet.com"" rel=""nofollow"">SweeterTweet</a>","TeaHerbMilkSoap",0,FALSE,FALSE,NA,NA
"130","why is my acne getting so bad i dont understand",FALSE,0,NA,2017-11-07 20:29:39,FALSE,NA,"927996492966752256",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tarjeisthighs",0,FALSE,FALSE,NA,NA
"131","acne is only one of the many things this awesome solution can help got dry skin use this before your creamhtt",FALSE,0,NA,2017-11-07 20:29:33,FALSE,NA,"927996465900687360",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JManMillerBug",7,TRUE,FALSE,NA,NA
"132","my acne scars say hi",FALSE,1,"goriIIlaz",2017-11-07 20:29:30,FALSE,"927996342307143680","927996453082996736","884904372710252548","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ghcstship",0,FALSE,FALSE,NA,NA
"133","acne solution find yourself again",FALSE,0,NA,2017-11-07 20:27:52,FALSE,NA,"927996044423716866",NA,"<a href=""http://eshoppingtime.com/"" rel=""nofollow"">Eshopping Time</a>","eshoppingtime",0,FALSE,FALSE,NA,NA
"134","ok yall gettin out of hand with these damn dc complaints i just saw a bitch say coming to dc gave her acne bitch if you",FALSE,0,NA,2017-11-07 20:27:13,FALSE,NA,"927995880766103554",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NoMan_Uanna",170,TRUE,FALSE,NA,NA
"135",NA,FALSE,0,NA,2017-11-07 20:27:08,FALSE,NA,"927995857093480450",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alpacabrooke",0,FALSE,FALSE,NA,NA
"136",NA,FALSE,0,NA,2017-11-07 20:26:55,FALSE,NA,"927995803544838145",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tinybittt",3,TRUE,FALSE,NA,NA
"137","i think this is when i first started using the sunflower sweets serum heavy it was the serum that really got",FALSE,0,NA,2017-11-07 20:26:09,FALSE,NA,"927995611366019073",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lottiice_imani",10,TRUE,FALSE,NA,NA
"138","so far the only things ive gained this semester is weight acne sleep deprivation and a stronger impulse to drop out",FALSE,0,NA,2017-11-07 20:26:05,FALSE,NA,"927995595419193345",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shaelyn_sanders",8,TRUE,FALSE,NA,NA
"139","trust the process of life anxiety tension is from unresolved anger deeper self love can help with acne",FALSE,1,"skaggwa",2017-11-07 20:26:03,FALSE,"927994054893277184","927995584157573121","296594095","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KushFruit",0,FALSE,FALSE,NA,NA
"140","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 20:26:00,FALSE,NA,"927995571448709122",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","broduya",4262,TRUE,FALSE,NA,NA
"141","does birth control really help with acne",FALSE,0,NA,2017-11-07 20:25:52,FALSE,NA,"927995539727245312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fentyjournal",0,FALSE,FALSE,NA,NA
"142","why the fuck do people point out acneany skin problems in general like i promise ive noticed my skin is freaking the fuc",FALSE,0,NA,2017-11-07 20:25:39,FALSE,NA,"927995483297107968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","belenandjuice",71,TRUE,FALSE,NA,NA
"143","i thought i had gotten lucky as a teenager and just skipped the whole acne phase but nope guess my skin wanted to wait til my s to hate me",FALSE,1,NA,2017-11-07 20:25:37,FALSE,NA,"927995477085315074",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mirandabliss_",1,FALSE,FALSE,NA,NA
"144",NA,FALSE,0,NA,2017-11-07 20:25:15,FALSE,NA,"927995385343303681",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_k0aLA__",0,FALSE,FALSE,NA,NA
"145","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 20:25:15,FALSE,NA,"927995384194125830",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","arzepinkerton",4262,TRUE,FALSE,NA,NA
"146","i dont get why the press cant just leave you alone who cares about acne we all get it and we all love aldi chin up xxx",FALSE,1,"chanellejhayes",2017-11-07 20:24:49,FALSE,"927981851494551553","927995273560944640","81870596","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vgilarranz",0,FALSE,FALSE,NA,NA
"147","men lead to stressstress leads to acneacne leads to low confidence so if that man stressing you outleave him",FALSE,1,NA,2017-11-07 20:24:42,FALSE,NA,"927995244616060929",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chaekay_",0,FALSE,FALSE,NA,NA
"148","i look at some men amp think a little foundation wouldnt hurt some of you have uneven skin tone alcoholcigarettes skin",FALSE,0,NA,2017-11-07 20:24:42,FALSE,NA,"927995243840131077",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LolaMonareng",1,TRUE,FALSE,NA,NA
"149","my acne is so bad omg",FALSE,0,NA,2017-11-07 20:24:21,FALSE,NA,"927995158699708416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","slayvita",0,FALSE,FALSE,NA,NA
"150",NA,FALSE,1,NA,2017-11-07 20:24:00,FALSE,NA,"927995067368984581",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sammdehate",0,FALSE,FALSE,NA,NA
"151","idk how yall do it i trip when i getzit meanwhile ppl are ok w having moderate acne i canttt",FALSE,0,NA,2017-11-07 20:23:34,FALSE,NA,"927994961462681601",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jeennieboo",1,TRUE,FALSE,NA,NA
"152","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 20:23:16,FALSE,NA,"927994883654041600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","serenabetz",4262,TRUE,FALSE,NA,NA
"153","my acne is a perfect display of my stress levels lol fml",FALSE,1,NA,2017-11-07 20:23:13,FALSE,NA,"927994873990565891",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gracegermon_",0,FALSE,FALSE,NA,NA
"154",NA,FALSE,0,NA,2017-11-07 20:22:31,FALSE,NA,"927994694797324290",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","koboo",0,FALSE,FALSE,NA,NA
"155","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 20:21:12,FALSE,NA,"927994362629324800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xjessicles",4262,TRUE,FALSE,NA,NA
"156","i liked avideomorning routine grwm what i eat acne treatment and hair routines",FALSE,0,NA,2017-11-07 20:21:00,FALSE,NA,"927994316156555266",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","KristieCaroline",0,FALSE,FALSE,NA,NA
"157","drop those ymp acne patches sis spm stress got my skin looking like shit spm",FALSE,0,NA,2017-11-07 20:20:30,FALSE,NA,"927994190146834433",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Dayangsurayaa",52,TRUE,FALSE,NA,NA
"158","were also here to help if youd like to get some relief and experience a relaxing facial treatment designed",FALSE,0,NA,2017-11-07 20:20:19,FALSE,NA,"927994142562676736",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","HandStone_OakSE",0,FALSE,FALSE,NA,NA
"159","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 20:20:18,FALSE,NA,"927994138464628736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wannabbaby",4262,TRUE,FALSE,NA,NA
"160","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 20:20:15,FALSE,NA,"927994126225854464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","spacebutterflii",4262,TRUE,FALSE,NA,NA
"161","lavender celt soap for fine lines skin patch dark spots acne exfoliates protects skin",FALSE,0,NA,2017-11-07 20:20:02,FALSE,NA,"927994071662112768",NA,"<a href=""https://www.sweetertweet.com"" rel=""nofollow"">SweeterTweet</a>","TeaHerbMilkSoap",0,FALSE,FALSE,NA,NA
"162","anxiety shoulder tension acne",FALSE,0,"KushFruit",2017-11-07 20:19:58,FALSE,"927961985098055680","927994054893277184","2184854411","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","skaggwa",0,FALSE,FALSE,NA,NA
"163","i am breaking out before the ball sos how to get rid of acne inseconds",FALSE,0,NA,2017-11-07 20:19:37,FALSE,NA,"927993966980501504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shellc_p",0,FALSE,FALSE,NA,NA
"164","lets roleplay as this steampunk acne",FALSE,0,NA,2017-11-07 20:19:31,FALSE,NA,"927993939692589058",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","Ginkoposts",4,TRUE,FALSE,NA,NA
"165","early and aggressive acne treatment is advocated by some to lessen the overall longterm impact to individuals",FALSE,0,NA,2017-11-07 20:19:28,FALSE,NA,"927993929651298304",NA,"<a href=""http://www.autismspectrum.org.au"" rel=""nofollow"">AutismApp</a>","FixedAcne",0,FALSE,FALSE,NA,NA
"166","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 20:19:15,FALSE,NA,"927993874928275457",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shakusky1998",4262,TRUE,FALSE,NA,NA
"167","wouldnt wish acne on my worst enemy",FALSE,0,NA,2017-11-07 20:19:06,FALSE,NA,"927993837691265024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","torimcinerney",1,TRUE,FALSE,NA,NA
"168","due to the exam stress i think we really need that ymds acne patch spm",FALSE,0,NA,2017-11-07 20:18:53,FALSE,NA,"927993783119003648",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Dayangsurayaa",536,TRUE,FALSE,NA,NA
"169","me wow my skins been really clear lately maybe im finally done with all this shit
my acne",FALSE,0,NA,2017-11-07 20:18:48,FALSE,NA,"927993760138407936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","raylie_gowen",3,TRUE,FALSE,NA,NA
